"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Vincent","Kaufmann","ETH Lausanne","EPF","Lausanne","Chronique mensuelle","Migros Magazine, Zürich","Media & communication"
"Walter Hans Jakob","Kaufmann","ETH Zürich","ETH","Zurich","VR-Mandat","dsp Ingenieure & Planer AG","Commerce, trade & services"
"Thomas","Keller","ETH Lausanne","EPF","Lausanne","Conseil d'administration (jusqu'au 31.12.2014)","F.J. Aschwanden AG, Lyss","Commerce, trade & services"
"Thomas","Keller","ETH Lausanne","EPF","Lausanne","Mandat d'expert pour un pont en matériaux composites","Canton de Tessin","Politics, administration, justice system & security sector"
"Klaus","Kern","ETH Lausanne","EPF","Lausanne","Directeur Max-Planck-Institut (occupation principale) et fonctions associés","MPI Max-Planck-Institut für Festkörperforschung, Stuttgart","Education & research"
"Harm-Anton","Klok","ETH Lausanne","EPF","Lausanne","Teaching/Guest professor","Soochow University, China","Education & research"
"Hubert","Klumpner","ETH Zürich","ETH","Zurich","Stiftungsrat","Stiftung Bibliothek Werner Oechslin","Society, Social, Culture & Sports"
"Matthias","Kohler","ETH Zürich","ETH","Zurich","NA","Erich Degen-Stiftung","Education & research"
"Tamar","Kohn Johnson","ETH Lausanne","EPF","Lausanne","Adjunct scientist","Eawag","Education & research"
"Tamar","Kohn Johnson","ETH Lausanne","EPF","Lausanne","Associate Editor","Royal Society of Chemistry, Cambridge, UK","Education & research"
"Tamar","Kohn Johnson","ETH Lausanne","EPF","Lausanne","Member of Independent Advisory Committee","WHO, Geneva","Pharma & health"
"Thomas","Koller","Uni Bern","UBE","Bern","NA","Fondation Gustave Dubois als Vertretung der RW Fak.","Education & research"
"Andreas","Kotte","Uni Bern","UBE","Bern","NA","Schweizerische Theatersammlung","Society, Social, Culture & Sports"
"Andreas","Kotte","Uni Bern","UBE","Bern","NA","Seniorenuniversität Bern","Education & research"
"Fréderic","Krauskopf","Uni Bern","UBE","Bern","NA","A. Peneveyre SA","Industry, construction & agriculture"
"Fréderic","Krauskopf","Uni Bern","UBE","Bern","NA","Fondation A. Peneveyre SA","Financial industry & insurances"
"Fréderic","Krauskopf","Uni Bern","UBE","Bern","NA","Stiftung für Rechtsausbildung Luzern","Education & research"
"Wilhelm","Krek","ETH Zürich","ETH","Zurich","VR-Mandat","ProteoMediX AG","Technology"
"Markus","Kreutzer","Uni St. Gallen","USG","Saint Gallen","Lehrstuhl für Strategisches und Internationales Management","EBS Universität","Education & research"
"Harley","Krohmer","Uni Bern","UBE","Bern","NA","Brandinvest AG, Verwaltungsrat","Financial industry & insurances"
"Harley","Krohmer","Uni Bern","UBE","Bern","NA","Stiftung Haus der Universität Bern","Education & research"
"Daniel","Kuhn","ETH Lausanne","EPF","Lausanne","PhD course on  Financial Optimization and Risk Management under Uncertainty","Norwegian University of Science & Technology, Trondheim, Norway","Education & research"
"Peter Viktor","Kunz","Uni Bern","UBE","Bern","NA","Bayer Wartmann AG","Not classifiable"
"Peter Viktor","Kunz","Uni Bern","UBE","Bern","NA","Convida","Financial industry & insurances"
"Peter Viktor","Kunz","Uni Bern","UBE","Bern","NA","Walder","Commerce, trade & services"
"Tomi","Laamanen","Uni St. Gallen","USG","Saint Gallen","Chairman of the Board","Stratwin AG","Consulting, public relations, legal & trust"
"Tomi","Laamanen","Uni St. Gallen","USG","Saint Gallen","Gutachtertätigkeit","Unbekannt","Not classifiable"
"Tomi","Laamanen","Uni St. Gallen","USG","Saint Gallen","Member of the Board","Oy Halton Group Ltd","Industry, construction & agriculture"
"Stéphanie","Lacour","ETH Lausanne","EPF","Lausanne","Co-fondateur d'une start-up en décembre 2014","G-Therapeutics EPFL PSE","Pharma & health"
"Andreas","Ladner","Uni Bern","UBE","Bern","NA","Activités académiques","Education & research"
"Rafael","Lalive","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Lyesse","Laloui","ETH Lausanne","EPF","Lausanne","Adjunct professor","School of Civil and Environmental Engineering, Duke University, USA","Education & research"
"Lyesse","Laloui","ETH Lausanne","EPF","Lausanne","Distingushed Adjunct professor (Jusqu'à Octobre 2014)","King Abdulaziz University (KAU), Jeddah, Saudi Arabia","Education & research"
"Lyesse","Laloui","ETH Lausanne","EPF","Lausanne","Editeur en chef","ELSEVIER","Education & research"
"Lyesse","Laloui","ETH Lausanne","EPF","Lausanne","ERC Consolidator Grants panel dealing with Products and Processes Engineering","Union Européenne","Politics, administration, justice system & security sector"
"Lyesse","Laloui","ETH Lausanne","EPF","Lausanne","Président du Conseil d'administration (depuis mi-décembre 2014)","STUNEX SA","Commerce, trade & services"
"Stuart","Lane","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Antonio","Lanzavecchia","ETH Zürich","ETH","Zurich","Geschäftsführer","Humabs Holding GmbH","Pharma & health"
"James","Larus","ETH Lausanne","EPF","Lausanne","Huawei Distributed Computing Lab Advisory Board","America Software Lab, Santa Clara, CA","Technology"
"Hilal","Lashuel","ETH Lausanne","EPF","Lausanne","Executive Committee Member","IBRO","Education & research"
"Hilal","Lashuel","ETH Lausanne","EPF","Lausanne","Executive Director, Qatar Biomedical Research Institute (while on leave)","Qatar Foundation, Doha Qatar","Education & research"
"Hilal","Lashuel","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board Member","Brain forum","Education & research"
"Theo","Lasser","ETH Lausanne","EPF","Lausanne","President Board Abionic","Abionic, Innovation Park","Pharma & health"
"Anna","Lauber-Biason","Uni Freiburg","UFR","Fribourg","Oberassistentin an der Abteilung für Endokrinologie und Diabetologie","Universitätskinderklinik Zürich","Pharma & health"
"Yusuf","Leblebici","ETH Lausanne","EPF","Lausanne","Founder","Immersive Vision Technologies, PSE, Lausanne","Technology"
"Christoph","Lechner","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Helvetia AG","Financial industry & insurances"
"Christoph","Lechner","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Hügli AG","Industry, construction & agriculture"
"Tosso","Leeb","Uni Bern","UBE","Bern","NA","Albert-Heim-Stiftung","Society, Social, Culture & Sports"
"Dirk","Lehmkuhl","Uni St. Gallen","USG","Saint Gallen","Mitglied im Stiftungsrat","Center for Advanced Studies","Education & research"
"Dirk","Lehmkuhl","Uni St. Gallen","USG","Saint Gallen","Mitglied im Stiftungsrat","New Europe College","Education & research"
"Michael","Lehning","ETH Lausanne","EPF","Lausanne","Politecnico di Milano","Politecnico di Milano, Milano","Education & research"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Mitglied der Oberaufsichtskommission Berufliche Vorsorge","Schweizer Bund","Politics, administration, justice system & security sector"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Mitglied der Redaktionskommission","Schweizer Treuhänder","Consulting, public relations, legal & trust"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Mitglied des Fachbeirats","KoR Zeitschrift für internationale und kapitalmarktorientierte Rechnungslegung","Media & communication"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Mitglied des Prüfungsausschusses","RBA-Bankengruppe","Financial industry & insurances"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Ivoclar Vivadent AG","Pharma & health"
"Peter","Leibfried","Uni St. Gallen","USG","Saint Gallen","Präsident der Fachkommission","Swiss GAAP FER","Not classifiable"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Beirat","United Digital Group UDG","Consulting, public relations, legal & trust"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Diverse gutachterliche und beratende Tätigkeiten","EQT","Financial industry & insurances"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Diverse gutachterliche und beratende Tätigkeiten","EU","Politics, administration, justice system & security sector"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Diverse gutachterliche und beratende Tätigkeiten","High Tech Gründerfonds","Financial industry & insurances"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Diverse gutachterliche und beratende Tätigkeiten","Volkswagen","Energy, environment & mobility"
"Jan Marco","Leimeister","Uni St. Gallen","USG","Saint Gallen","Professor","Universität Kassel","Education & research"
"Walter","Leimgruber","Uni Freiburg","UFR","Fribourg","Präsident","Eidgenössische Kommission für Migrationsfragen","Politics, administration, justice system & security sector"
"Martin","Lengwiler","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","Seismo Verlags AG, Zürich","Media & communication"
"Martin","Lengwiler","Uni Basel","UBA","Basel","Präsident des Verwaltungsrates","fokus AG für Wissen und Organisation, Zürich","Consulting, public relations, legal & trust"
"Yvan","Lengwiler","Uni Basel","UBA","Basel","Mitglied der Delegiertenversammlung","Patria Genossenschaft, Basel","Financial industry & insurances"
"Yvan","Lengwiler","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Max Geldner-Stiftung, Basel","Society, Social, Culture & Sports"
"Yvan","Lengwiler","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Studienzentrum Gerzensee","Education & research"
"Yvan","Lengwiler","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","Finanzmarktaufsicht FINMA, Bern","Politics, administration, justice system & security sector"
"Arjen","Lenstra","ETH Lausanne","EPF","Lausanne","Advisor of crypto group","OWI, Amsterdam","Not classifiable"
"Christian","Leumann","Uni Bern","UBE","Bern","NA","Schweizerischer Nationalfonds, Stiftungsrat","Education & research"
"Christian","Leumann","Uni Bern","UBE","Bern","NA","Synthena AG","Pharma & health"
"Christian","Leumann","Uni Bern","UBE","Bern","NA","Unitectra","Consulting, public relations, legal & trust"
"Christian","Leumann","Uni Bern","UBE","Bern","NA","Verein Euresearch","Education & research"
"Jonathan","Levine","ETH Zürich","ETH","Zurich","Stiftungsrat","Stiftung Geobotanisches Forschungsinstitut Rübel","Education & research"
"Andreas","Lienhard","Uni Bern","UBE","Bern","Vizepräsident des Verwaltungsrates","VR Verkehrsbetriebe Biel","Energy, environment & mobility"
"Joachim","Lingner","ETH Lausanne","EPF","Lausanne","ERC starting grant review panel","ERC Executive Agency, Brussels","Education & research"
"Claudio","Loderer","Uni Bern","UBE","Bern","NA","OLZ & Partners","Financial industry & insurances"
"Hans-Andrea","Loeliger","ETH Zürich","ETH","Zurich","Ko-Geschäftsführer","Anadec GmbH","Consulting, public relations, legal & trust"
"Hans-Andrea","Loeliger","ETH Zürich","ETH","Zurich","VR-Mandat","Endora Tech AG","Technology"
"Roland","Logé","ETH Lausanne","EPF","Lausanne","Conseil scientifique, domaine de la métallurgie","Association ARMINES, Paris, France","Education & research"
"Antonio","Loprieno","Uni Basel","UBA","Basel","Mitglied des Hochschulrates","Pädagogische Hochschule Freiburg","Education & research"
"Antonio","Loprieno","Uni Basel","UBA","Basel","Mitglied des Universitätsrates","Universitä della Svizzera Italiana","Education & research"
"Antonio","Loprieno","Uni Basel","UBA","Basel","Mitglied des Universitätsrates","Universität Tübingen","Education & research"
"Antonio","Loprieno","Uni Basel","UBA","Basel","Präsident des Stiftungsrates","Schweizerische Studienstiftung","Education & research"
"Antonio","Loprieno","Uni Basel","UBA","Basel","Vorstandsmitglied","Konfuzius Institut","Education & research"
"Scott","Loren","Uni St. Gallen","USG","Saint Gallen","Dozent für Englische Sprache und Literatur","Pädagogische Hochschule St.Gallen","Education & research"
"Oliver","Lubrich","Uni Bern","UBE","Bern","NA","Albrecht-von-Haller-Stiftung der Burgergemeinde Bern","Education & research"
"Matthias","Lütolf","ETH Lausanne","EPF","Lausanne","Board member and advisor","QGel SA, PSE, Lausanne","Technology"
"Matthias","Lütolf","ETH Lausanne","EPF","Lausanne","President of the Board","Morphodyne SA, EPFL","Pharma & health"
"Elisio","Macamo","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","UBUNTU, Zürich; Share for Food Alliance, Basel","Not classifiable"
"Sebastian","Maerkl","ETH Lausanne","EPF","Lausanne","Board Member, Prosper Diagnostics an early stage EPFL start-up","Prosper Diagnostic, Basel","Pharma & health"
"Pierre","Magistretti","ETH Lausanne","EPF","Lausanne","Consultant ","Dana Foundation, New York","Education & research"
"Pierre","Magistretti","ETH Lausanne","EPF","Lausanne","Consultant ","Price Foundation, Genève","Not classifiable"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","Enseignement","Académie suisse de la magistrature","Education & research"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","Membre","Office cantonal de conciliation en matière de conflits de travail","Politics, administration, justice system & security sector"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","Membre du Comité","Association suisse du droit public de l'organisation (ASDPO)","Politics, administration, justice system & security sector"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","Membre du Comité suisse","Commission internationale des juristes (ICJ)","Politics, administration, justice system & security sector"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","membre du Directoire","Schweizerisches Kompetenzzentrum für Menschenrechte (SKMR)","Education & research"
"Pascal","Mahon","Uni Neuenburg","UNE","Neuchâtel","Président","Académie suisse de la magistrature","Education & research"
"Semyon","Malamud","ETH Lausanne","EPF","Lausanne","Academic consulting","Quantica Capital, Schaffausen","Financial industry & insurances"
"Semyon","Malamud","ETH Lausanne","EPF","Lausanne","Teaching a PhD class","Dublin City University","Education & research"
"Jan-Anders","Manson","ETH Lausanne","EPF","Lausanne","Membre du conseil d'administration","EELCEE Ltd., Korea","Industry, construction & agriculture"
"Jan-Anders","Manson","ETH Lausanne","EPF","Lausanne","Membre du conseil d'administration","Hexpol AB, Malmö, Suède","Technology"
"Jan-Anders","Manson","ETH Lausanne","EPF","Lausanne","Membre du conseil de fondation (as EPFL)","AISTS, EPFL-Innovation Park, Lausanne","Education & research"
"Jan-Anders","Manson","ETH Lausanne","EPF","Lausanne","Membre du conseil de fondation (as EPFL)","Antidoping Suisse, Berne","Pharma & health"
"Adriano","Marantelli","Uni Bern","UBE","Bern","NA","Curt Rommel Stiftung","Education & research"
"Adriano","Marantelli","Uni Bern","UBE","Bern","NA","Stiftung Archiv für schweizerisches Abgaberecht","Society, Social, Culture & Sports"
"Adriano","Marantelli","Uni Bern","UBE","Bern","NA","Vereinsvorstand BEWEST (Weiterbildungsverein)","Education & research"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Bruno Marchand Architecture Urbanisme et aménagement du territoire","Bruno Marchand, Lausanne","Not classifiable"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission consultative d'urbanisme et d'architecture","Canton de Vaud","Politics, administration, justice system & security sector"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission d'architecture et d'urbanisme","Commune de Pully","Politics, administration, justice system & security sector"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission d'urbanisme et architecture","Commune de Prengins","Politics, administration, justice system & security sector"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission d'Urbanisme et Architecture","Canton de Fribourg","Politics, administration, justice system & security sector"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission d'urbanisme et d'architecture","Commune de Gland","Politics, administration, justice system & security sector"
"Bruno","Marchand","ETH Lausanne","EPF","Lausanne","Commission d'urbanisme, d'architecture et du Paysage","Commune de Payerne","Politics, administration, justice system & security sector"
"Julia","Marewski","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Chief Editor, Journal of Physics D ","Institute of Physics, London","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Council President EC integrating initiative on synchrotrons (CALIPSO)","Sincrotrone Trieste, Italy","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Member, Board of Directors","Università di Pavia","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Member, Consiglio di Fondazione USI","USI, Lugano","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Member, Consulting Committee ANVUR","Ministero MIUR, Rome, Italy","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Member, Scientific Council","HuGeF, Turin","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","Membre de l'international advisory board","Scuola Sant'Anna, Pisa, Italy","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","President, Evaluation Committee (Nucleo di Valutazione), Politecnico di Torino","Politecnico di Torino","Education & research"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","President, Parish Council","Mission catholique anglophone du canton de Vaud","Society, Social, Culture & Sports"
"Giorgio","Margaritondo","ETH Lausanne","EPF","Lausanne","President, Scientific and Technological Committee","Istituto Italiano di Tecnololgia (IIT)","Education & research"
"Pierre-Alain","Mariaux","Uni Neuenburg","UNE","Neuchâtel","Membre","Commission scientifique du Trésor abbatial de l'Abbaye St-Maurice","Society, Social, Culture & Sports"
"Henry","Markram","ETH Lausanne","EPF","Lausanne","Chairman (en liquidation)","Blue Brain SA, Epalinges, CH","Education & research"
"Henry","Markram","ETH Lausanne","EPF","Lausanne","Frontiers Research Foundation, President ","PSE-D, Ecublens, CH","Politics, administration, justice system & security sector"
"Henry","Markram","ETH Lausanne","EPF","Lausanne","President (en liquidation)","Blue Brain Foundation, Epalinges, CH","Education & research"
"Henry","Markram","ETH Lausanne","EPF","Lausanne","University of Massachussetts: Paid consultant on ONR research project","Amherst - USA","Not classifiable"
"Olivier","Martin","ETH Lausanne","EPF","Lausanne","Reviewing  ","Various funding agencies and universities","Not classifiable"
"Ulrich","Maurer","ETH Zürich","ETH","Zurich","Geschäftsführer","ATG Advanced Technology Group GmbH","Consulting, public relations, legal & trust"
"Ulrich","Maurer","ETH Zürich","ETH","Zurich","VR-Mandat","InfoSec Global (Schweiz) AG","Media & communication"
"Heike","Mayer","Uni Bern","UBE","Bern","NA","Rat für Raumordnung","Politics, administration, justice system & security sector"
"Mirko","Meboldt","ETH Zürich","ETH","Zurich","Verwaltungsrat","inspire AG","Technology"
"Anders","Meibom","ETH Lausanne","EPF","Lausanne","Chairman of the Board","Institute of Translational Molecular Imaging Foundation, Genève","Education & research"
"Andreas","Meier","Uni Freiburg","UFR","Fribourg","Geschäftsführer","eTorrent GmbH","Technology"
"Andreas","Meier","Uni Freiburg","UFR","Fribourg","Stiftungsrat","Stiftung Rechenzentrum für Krankenversicherung","Pharma & health"
"Andreas","Meier","Uni Freiburg","UFR","Fribourg","Verwaltungsrat","Centris AG","Technology"
"Philippe","Meier","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Mandat","Datwoma AG","Financial industry & insurances"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Mandat","Lifä Immobilien AG","Commerce, trade & services"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Mandat","Vetimag AG","Financial industry & insurances"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Mandat","Zypresse AG","Commerce, trade & services"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Präsidium","Park Book AG","Media & communication"
"Marcel","Meili","ETH Zürich","ETH","Zurich","VR-Präsidium","Verlag Scheidegger und Spiess AG","Media & communication"
"Sacha Leo Cornel","Menz","ETH Zürich","ETH","Zurich","VR-Mandat","SAM Architekten und Partner AG","Industry, construction & agriculture"
"Sacha Leo Cornel","Menz","ETH Zürich","ETH","Zurich","VR-Mandat","Staub Holding AG","Commerce, trade & services"
"Nicolas","Mermod","Uni Lausanne","ULA","Lausanne","Mandat","Selexis","Pharma & health"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Int. Science Policy Comm.","Kurchatov Institute, Russia","Education & research"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Member","European Association of National Research Facilities Laboratories","Education & research"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Member","Helmholtz Senate ","Education & research"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Member","VR Trägerschaft ParkInnovAARE","Commerce, trade & services"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Neutron Adv. Board","Oak Ridge National Lab. USA","Education & research"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board","FRM-II, Munich","Education & research"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Steering Committee","ESS ","Not classifiable"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Stiftungrat ","Technopark Aargau","Commerce, trade & services"
"Joël","Mesot","ETH Lausanne","EPF","Lausanne","Stiftungsratsvizepräsident","Marcel-Benoist","Education & research"
"Jean-Pierre","Métraux","Uni Freiburg","UFR","Fribourg","Forschungsrat der Abteilung Biologie und Medizin","Schweizer Nationalfonds SNF","Education & research"
"Tobias","Mettler","Uni St. Gallen","USG","Saint Gallen","Associate Partner","BEG & Partners","Consulting, public relations, legal & trust"
"Meike","Mevissen","Uni Bern","UBE","Bern","NA","Stiftung Tierärztliche Hochschule Hannover","Education & research"
"Klaus","Mezger","Uni Bern","UBE","Bern","NA","Ionight","Technology"
"Silvestro","Micera","ETH Lausanne","EPF","Lausanne","Prof. Part-time","Scuola superiore Sant'Anna, Italy","Education & research"
"Frédéric","Mila","ETH Lausanne","EPF","Lausanne","Committe member - Advanced Post-doc mobility","SNSF, Berne","Education & research"
"Frédéric","Mila","ETH Lausanne","EPF","Lausanne","Editeur associé  ","Europhysics Letters, Mulhouse, France","Media & communication"
"José del Rocío","Millán Ruiz","ETH Lausanne","EPF","Lausanne","Science Advisory Board","Nielsen Neuro. New York, USA","Consulting, public relations, legal & trust"
"José del Rocío","Millán Ruiz","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board","MindMaze, Ecublens","Technology"
"José del Rocío","Millán Ruiz","ETH Lausanne","EPF","Lausanne","Sociétaire sans droit de signature","ADREAM, Crans-Montana, Switzerland","Education & research"
"Paul","Mohacsi","Uni Bern","UBE","Bern","NA","Katharina Huber-Steiner Stiftung","Education & research"
"Ernst","Mohr","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","AtlanticLux Lebensversicherung S.A.","Financial industry & insurances"
"Ernst","Mohr","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","joixes AG","Technology"
"Ernst","Mohr","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Premiumselect Lux S.A.","Financial industry & insurances"
"Jean-François","Molinari","ETH Lausanne","EPF","Lausanne","Panel Synergia FNS","FNS","Education & research"
"Klaus","Möller","Uni St. Gallen","USG","Saint Gallen","Gesellschafter","The Performance Management Company PMC GmbH","Consulting, public relations, legal & trust"
"Klaus","Möller","Uni St. Gallen","USG","Saint Gallen","Mitglied des Geschäftsführenden Ausschusses","International Group of Controlling IGC","Commerce, trade & services"
"Klaus","Möller","Uni St. Gallen","USG","Saint Gallen","Mitglied im Forschungsnetzwerk","Center for Performance Research & Analytics CEPRA","Education & research"
"Klaus","Möller","Uni St. Gallen","USG","Saint Gallen","Mitherausgeber der Zeitschrift Board - Zeitschrift für Aufsichtsräte","Bundesanzeiger Verlag","Media & communication"
"Klaus","Möller","Uni St. Gallen","USG","Saint Gallen","Mitherausgeber der Zeitschrift Controlling","Vahlen Verlag","Media & communication"
"Josef","Mondl","Uni St. Gallen","USG","Saint Gallen","Redner, Berater","Selbstständig","Not classifiable"
"Nicolas","Monod","ETH Lausanne","EPF","Lausanne","Expertises","Fond National Suisse, Berne","Education & research"
"Nicolas","Monod","ETH Lausanne","EPF","Lausanne","Travail éditorial (non lucratif)","L'enseignement Mathématique, Genève","Media & communication"
"Manfred","Morari","ETH Zürich","ETH","Zurich","Verwaltungsrat","inspire AG","Technology"
"Massimo","Morbidelli","ETH Zürich","ETH","Zurich","VR-Mandat","ChromaCon AG","Technology"
"Erwan","Morellec","ETH Lausanne","EPF","Lausanne","Cours (1 jour): Derivatives for Central Bankers","Swiss National Bank","Financial industry & insurances"
"Erwan","Morellec","ETH Lausanne","EPF","Lausanne","Directeur du SFI PhD Program ","Swiss Finance Institute","Financial industry & insurances"
"Bruno","Moretti","Uni Bern","UBE","Bern","NA","Forum du Bilinguisme Bienne","Society, Social, Culture & Sports"
"Bruno","Moretti","Uni Bern","UBE","Bern","NA","Jaberg-Stiftung","Society, Social, Culture & Sports"
"Bruno","Moretti","Uni Bern","UBE","Bern","NA","Stiftung Kinderbetreuung im Hochschulraum Bern KIHOB","Society, Social, Culture & Sports"
"Stephan","Morgenthaler","ETH Lausanne","EPF","Lausanne","Conseil d'administration, membre actuaire de Michgenossenschaft Reitnau ","AICOS Technologies AG, Bâle","Technology"
"Stephan","Morgenthaler","ETH Lausanne","EPF","Lausanne","Conseil scientifique","Novigenix, Lausanne","Pharma & health"
"Stephan","Morgenthaler","ETH Lausanne","EPF","Lausanne","Divers contrats d'expertises","Firmenich, Nestlé, Touring Club Suisse","Not classifiable"
"Stefan","Morkötter","Uni St. Gallen","USG","Saint Gallen","Fachbeirat","Hydropower Solutions GmbH","Energy, environment & mobility"
"Stefan","Morkötter","Uni St. Gallen","USG","Saint Gallen","Geschäftsführer","IBEF GmbH","Technology"
"Stefan","Morkötter","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Infrastruktur SK","Not classifiable"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Member International Scientific Advisory Board (ISAB) of the COMET K2 Center","Materials Center Leoben Forschung, Austria","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre (nommé par l'EPFL), Conseil de Fondation","FNS de la Recherche Scientifique","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre Board of Trustees & research center’s scientific advisory board","IMDEA-Materials, Madrid, Espagne","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre de la commission d'accréditation d'institution de DTU","DTU, Institution d'accréditation du Danemark","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre de la commission de sélection des SNSF, Starting Grants 2014","Fonds National Suisse","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre du conseil de fondation","Fondation Zeno Karl Schindler","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","Membre, Wissenschaftlicher Beirat","Leibniz Institute INM, Saarbrücken, Allemagne","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","proposés référés","EPSRC, UK","Education & research"
"Andreas","Mortensen","ETH Lausanne","EPF","Lausanne","proposés référés","NSF, USA","Education & research"
"Ulrich","Mosch","Uni Genf","UGE","Geneva","Membre du conseil","HEM Genève","Education & research"
"Ulrich","Mosch","Uni Genf","UGE","Geneva","Membre du conseil scientifique","HEM Bâle","Education & research"
"Christophe","Moser","ETH Lausanne","EPF","Lausanne","Board observer (resigned on 25.12.14)","Ondax Corp., USA","Industry, construction & agriculture"
"Christophe","Moser","ETH Lausanne","EPF","Lausanne","Founder Composyt Light Lab","PSE A, EPFL","Education & research"
"Roger","Moser","Uni St. Gallen","USG","Saint Gallen","Board Member","Think Tank Thurgau","Society, Social, Culture & Sports"
"Roger","Moser","Uni St. Gallen","USG","Saint Gallen","Board Member","Timor Foundation","Society, Social, Culture & Sports"
"Roger","Moser","Uni St. Gallen","USG","Saint Gallen","Founder & Partner","Industry Intelligence GmbH","Consulting, public relations, legal & trust"
"Juan Ramon","Mosig","ETH Lausanne","EPF","Lausanne","Chair of the EURAAP Board (jusqu'à Dec 2015)","European Association of Antennas and Propoagation","Education & research"
"Juan Ramon","Mosig","ETH Lausanne","EPF","Lausanne","Organisation de conférences scientifiques en Europe","AISBL (non-profit Association)","Not classifiable"
