,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math,Interested in Pets
390,4.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,Often,few hours a day,4.0,20.0,2.0,male,city,Less than 21,False,No
391,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,Often,few hours a day,3.0,24.0,2.0,female,city,21+,False,No
392,5.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,Sometimes,less than an hour a day,4.0,30.0,2.0,female,city,21+,False,No
393,5.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,Sometimes,few hours a day,4.0,21.0,1.0,male,city,21+,True,Yes
394,5.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0,Never,few hours a day,3.0,27.0,3.0,male,city,21+,True,Yes
395,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,Rarely,few hours a day,3.0,21.0,1.0,male,city,21+,True,No
396,5.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,Often,few hours a day,3.0,16.0,0.0,female,city,Less than 21,False,No
397,5.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,Often,most of the day,3.0,21.0,1.0,female,village,21+,False,Yes
398,5.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,Always,few hours a day,3.0,20.0,1.0,female,village,Less than 21,False,No
399,5.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,Rarely,less than an hour a day,3.0,22.0,1.0,female,city,21+,False,Yes
400,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,Sometimes,most of the day,3.0,19.0,1.0,male,village,Less than 21,False,No
401,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,Often,few hours a day,4.0,20.0,1.0,female,village,Less than 21,False,No
402,5.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,Often,most of the day,3.0,25.0,1.0,male,city,21+,False,Yes
403,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,Sometimes,less than an hour a day,2.0,23.0,2.0,male,village,21+,False,Yes
404,5.0,5.0,5.0,2.0,2.0,5.0,2.0,4.0,Sometimes,few hours a day,5.0,20.0,2.0,female,village,Less than 21,False,Yes
405,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
406,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,Sometimes,less than an hour a day,4.0,21.0,1.0,female,village,21+,False,No
407,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,Sometimes,less than an hour a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
408,5.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,Often,few hours a day,2.0,21.0,1.0,female,city,21+,True,No
409,5.0,4.0,5.0,1.0,3.0,3.0,5.0,5.0,Rarely,few hours a day,3.0,16.0,0.0,female,city,Less than 21,False,Yes
410,5.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village,Less than 21,False,Yes
411,5.0,2.0,5.0,5.0,1.0,3.0,5.0,2.0,Often,few hours a day,2.0,18.0,0.0,female,city,Less than 21,False,Yes
412,5.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,Sometimes,less than an hour a day,3.0,21.0,1.0,female,city,21+,False,Yes
413,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,Sometimes,few hours a day,3.0,21.0,2.0,male,village,21+,False,Yes
414,5.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,Sometimes,few hours a day,3.0,18.0,2.0,male,city,Less than 21,False,Yes
415,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,Sometimes,few hours a day,1.0,19.0,1.0,female,village,Less than 21,False,No
416,4.0,4.0,,2.0,5.0,3.0,3.0,3.0,Rarely,few hours a day,3.0,20.0,1.0,female,village,Less than 21,False,Yes
417,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,Sometimes,most of the day,2.0,18.0,1.0,male,village,Less than 21,False,Yes
418,5.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,Sometimes,less than an hour a day,3.0,18.0,1.0,female,village,Less than 21,False,Yes
419,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,Sometimes,less than an hour a day,3.0,23.0,0.0,female,village,21+,False,No
420,5.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,village,Less than 21,False,No
421,5.0,2.0,5.0,5.0,4.0,5.0,2.0,3.0,Sometimes,few hours a day,5.0,18.0,1.0,female,village,Less than 21,True,Yes
422,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,few hours a day,4.0,28.0,1.0,female,city,21+,True,Yes
423,5.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,Sometimes,few hours a day,5.0,24.0,1.0,female,village,21+,True,Yes
424,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,2.0,19.0,2.0,female,city,Less than 21,False,Yes
425,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,Often,less than an hour a day,4.0,21.0,3.0,female,village,21+,False,Yes
426,5.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,Rarely,less than an hour a day,3.0,22.0,1.0,female,city,21+,False,No
427,5.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,Rarely,few hours a day,1.0,19.0,1.0,male,city,Less than 21,False,No
428,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,Often,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False,Yes
429,5.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,Sometimes,most of the day,3.0,21.0,0.0,female,city,21+,False,Yes
430,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,Sometimes,less than an hour a day,4.0,19.0,1.0,female,village,Less than 21,False,Yes
431,4.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,Often,few hours a day,5.0,19.0,2.0,male,village,Less than 21,False,Yes
432,5.0,1.0,4.0,5.0,2.0,3.0,2.0,4.0,Rarely,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,Yes
433,5.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,Sometimes,few hours a day,3.0,19.0,3.0,female,city,Less than 21,False,No
434,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,Often,few hours a day,2.0,18.0,1.0,male,city,Less than 21,False,Yes
435,5.0,1.0,4.0,2.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,18.0,1.0,female,city,Less than 21,False,Yes
436,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,Sometimes,few hours a day,1.0,19.0,1.0,male,city,Less than 21,True,No
437,5.0,4.0,5.0,1.0,1.0,1.0,5.0,3.0,Sometimes,few hours a day,3.0,18.0,0.0,female,city,Less than 21,False,No
438,5.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,Sometimes,few hours a day,1.0,18.0,2.0,female,village,Less than 21,False,Yes
439,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,Often,few hours a day,4.0,19.0,1.0,male,city,Less than 21,False,No
440,5.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,Always,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
441,5.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
442,5.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,Sometimes,few hours a day,2.0,18.0,6.0,female,city,Less than 21,False,Yes
443,4.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,Often,few hours a day,3.0,18.0,3.0,female,village,Less than 21,False,No
444,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,Sometimes,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False,No
445,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
446,4.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,Sometimes,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False,No
447,3.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,Always,less than an hour a day,5.0,26.0,3.0,female,village,21+,False,Yes
448,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,Sometimes,few hours a day,2.0,19.0,1.0,female,village,Less than 21,False,Yes
449,5.0,1.0,5.0,2.0,3.0,,4.0,3.0,Sometimes,few hours a day,5.0,19.0,1.0,female,village,Less than 21,True,
450,5.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,1.0,22.0,1.0,male,village,21+,True,Yes
451,5.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,Often,less than an hour a day,4.0,20.0,1.0,male,village,Less than 21,True,Yes
452,5.0,3.0,5.0,1.0,3.0,5.0,5.0,1.0,Often,less than an hour a day,3.0,28.0,2.0,female,city,21+,False,Yes
453,5.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,Sometimes,few hours a day,5.0,19.0,1.0,female,village,Less than 21,False,Yes
454,4.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,Often,few hours a day,4.0,21.0,0.0,female,city,21+,False,Yes
455,5.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,Always,less than an hour a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
456,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,Always,few hours a day,5.0,22.0,2.0,male,city,21+,False,Yes
457,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,Sometimes,few hours a day,5.0,19.0,2.0,male,city,Less than 21,False,No
458,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,Always,few hours a day,3.0,18.0,1.0,female,village,Less than 21,False,No
459,4.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,0.0,female,city,Less than 21,False,No
460,5.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,1.0,22.0,2.0,male,city,21+,False,Yes
461,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,Sometimes,few hours a day,3.0,29.0,3.0,male,village,21+,False,Yes
462,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,Often,few hours a day,4.0,,2.0,female,village,21+,False,No
463,5.0,1.0,5.0,1.0,3.0,4.0,2.0,5.0,Sometimes,less than an hour a day,3.0,18.0,0.0,female,city,Less than 21,False,Yes
464,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,Always,few hours a day,3.0,22.0,1.0,female,city,21+,True,No
465,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,Often,less than an hour a day,4.0,17.0,1.0,female,city,Less than 21,False,No
466,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,Sometimes,few hours a day,1.0,19.0,0.0,male,city,Less than 21,False,No
467,4.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,Often,few hours a day,4.0,20.0,1.0,female,village,Less than 21,False,No
468,5.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,village,Less than 21,False,Yes
469,5.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,Rarely,most of the day,4.0,22.0,2.0,male,city,21+,False,No
470,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,Often,few hours a day,5.0,19.0,1.0,female,village,Less than 21,False,No
471,5.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,Sometimes,few hours a day,1.0,20.0,1.0,male,city,Less than 21,False,No
472,3.0,1.0,3.0,2.0,5.0,2.0,1.0,5.0,Sometimes,few hours a day,3.0,25.0,1.0,male,village,21+,False,No
473,5.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,Never,less than an hour a day,5.0,29.0,0.0,male,village,21+,False,Yes
474,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,Often,few hours a day,3.0,19.0,1.0,male,village,Less than 21,False,Yes
475,5.0,1.0,4.0,4.0,3.0,5.0,1.0,3.0,Sometimes,few hours a day,1.0,18.0,4.0,female,city,Less than 21,False,Yes
476,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,Sometimes,few hours a day,3.0,20.0,2.0,female,city,Less than 21,False,Yes
477,5.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,Often,most of the day,3.0,18.0,3.0,female,city,Less than 21,True,Yes
478,5.0,3.0,5.0,2.0,1.0,4.0,2.0,4.0,Rarely,most of the day,3.0,30.0,3.0,male,city,21+,True,Yes
479,5.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,True,Yes
480,5.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,Often,few hours a day,3.0,21.0,2.0,female,city,21+,False,Yes
481,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,Often,few hours a day,3.0,22.0,1.0,male,city,21+,False,No
482,3.0,1.0,5.0,4.0,4.0,5.0,2.0,1.0,Sometimes,few hours a day,4.0,22.0,2.0,male,city,21+,False,Yes
483,5.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,Sometimes,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,Yes
484,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,Sometimes,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False,No
485,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,No
486,3.0,2.0,5.0,4.0,3.0,1.0,5.0,2.0,Rarely,few hours a day,2.0,28.0,1.0,female,city,21+,False,No
487,5.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,Sometimes,most of the day,1.0,19.0,3.0,female,village,Less than 21,False,No
488,5.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,Often,few hours a day,2.0,22.0,1.0,male,city,21+,False,Yes
489,5.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,Sometimes,few hours a day,4.0,20.0,2.0,female,village,Less than 21,False,No
490,4.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,Often,less than an hour a day,3.0,16.0,1.0,female,city,Less than 21,False,No
491,5.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,Sometimes,less than an hour a day,3.0,19.0,1.0,female,city,Less than 21,False,No
492,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,Often,few hours a day,2.0,20.0,2.0,female,city,Less than 21,True,Yes
493,5.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,Sometimes,most of the day,5.0,21.0,1.0,male,city,21+,False,Yes
494,5.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,Often,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,No
495,5.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,Often,most of the day,4.0,20.0,2.0,female,city,Less than 21,False,Yes
496,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,Sometimes,less than an hour a day,3.0,25.0,1.0,female,city,21+,False,No
497,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,Rarely,less than an hour a day,3.0,20.0,1.0,female,city,Less than 21,False,No
498,5.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,Sometimes,few hours a day,2.0,19.0,3.0,female,village,Less than 21,False,Yes
499,5.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,Sometimes,most of the day,5.0,22.0,3.0,male,city,21+,False,No
500,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,Often,few hours a day,3.0,19.0,2.0,female,city,Less than 21,False,Yes
501,5.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,Sometimes,few hours a day,5.0,21.0,1.0,female,city,21+,False,No
502,5.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,Often,most of the day,2.0,22.0,6.0,male,village,21+,False,No
503,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,Sometimes,few hours a day,5.0,28.0,1.0,female,city,21+,False,Yes
504,5.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,Often,few hours a day,2.0,21.0,1.0,female,village,21+,False,Yes
505,5.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,Sometimes,few hours a day,2.0,20.0,3.0,male,village,Less than 21,True,No
506,5.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,Often,few hours a day,2.0,19.0,1.0,male,city,Less than 21,True,Yes
507,5.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,Sometimes,few hours a day,3.0,21.0,1.0,female,village,21+,True,Yes
508,5.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,Often,few hours a day,4.0,20.0,0.0,male,village,Less than 21,False,Yes
509,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,Always,few hours a day,4.0,16.0,1.0,female,village,Less than 21,False,Yes
510,5.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,Sometimes,less than an hour a day,3.0,22.0,1.0,male,village,21+,False,Yes
511,5.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,Often,few hours a day,4.0,19.0,2.0,male,city,Less than 21,False,Yes
512,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,Often,few hours a day,5.0,22.0,1.0,female,village,21+,False,No
513,5.0,3.0,4.0,2.0,5.0,4.0,1.0,3.0,Sometimes,most of the day,4.0,20.0,0.0,male,village,Less than 21,False,Yes
514,5.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,Sometimes,few hours a day,4.0,22.0,0.0,male,city,21+,False,No
515,5.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,Rarely,most of the day,5.0,19.0,1.0,male,city,Less than 21,False,No
516,5.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,Always,few hours a day,3.0,22.0,2.0,male,city,21+,False,Yes
517,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,Often,few hours a day,3.0,17.0,1.0,female,village,Less than 21,False,No
518,5.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,Often,less than an hour a day,4.0,18.0,1.0,female,city,Less than 21,False,Yes
519,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,Sometimes,few hours a day,1.0,19.0,1.0,male,city,Less than 21,False,No
520,5.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,Sometimes,less than an hour a day,3.0,23.0,1.0,female,city,21+,True,Yes
521,5.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,Sometimes,few hours a day,1.0,20.0,0.0,female,city,Less than 21,False,Yes
522,5.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,Sometimes,few hours a day,3.0,18.0,2.0,female,city,Less than 21,False,Yes
523,5.0,3.0,5.0,2.0,,4.0,1.0,3.0,Sometimes,few hours a day,1.0,19.0,3.0,male,village,Less than 21,False,Yes
524,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,4.0,female,city,Less than 21,False,Yes
525,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,Sometimes,few hours a day,3.0,28.0,2.0,female,village,21+,False,Yes
526,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,Often,few hours a day,4.0,21.0,1.0,male,village,21+,False,Yes
527,4.0,2.0,4.0,2.0,5.0,5.0,3.0,1.0,Sometimes,few hours a day,4.0,23.0,1.0,female,city,21+,False,Yes
528,5.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,Sometimes,most of the day,3.0,20.0,2.0,male,city,Less than 21,False,No
529,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,Yes
530,5.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,Rarely,most of the day,4.0,28.0,2.0,female,city,21+,False,No
531,5.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,Never,few hours a day,3.0,22.0,1.0,male,village,21+,False,No
532,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,Often,few hours a day,2.0,19.0,0.0,female,city,Less than 21,False,No
533,5.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,Sometimes,few hours a day,3.0,21.0,3.0,male,city,21+,True,No
534,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,Sometimes,few hours a day,3.0,21.0,1.0,female,city,21+,True,Yes
535,5.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,Sometimes,few hours a day,1.0,17.0,2.0,male,village,Less than 21,True,Yes
536,5.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,Sometimes,few hours a day,1.0,19.0,1.0,female,city,Less than 21,False,Yes
537,5.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,Sometimes,few hours a day,3.0,25.0,3.0,male,city,21+,False,No
538,5.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,Sometimes,few hours a day,4.0,20.0,1.0,female,village,Less than 21,False,Yes
539,5.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,Sometimes,most of the day,1.0,26.0,2.0,male,city,21+,False,No
540,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,21.0,0.0,male,city,21+,False,Yes
541,5.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,Often,few hours a day,2.0,20.0,2.0,female,city,Less than 21,False,Yes
542,5.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,Sometimes,most of the day,2.0,29.0,1.0,,city,21+,False,No
543,5.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,Often,most of the day,3.0,25.0,1.0,male,city,21+,False,No
544,5.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,Often,few hours a day,1.0,21.0,2.0,male,city,21+,False,Yes
545,5.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,Always,most of the day,3.0,20.0,3.0,male,village,Less than 21,False,No
546,5.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,Often,few hours a day,4.0,27.0,3.0,male,village,21+,False,No
547,5.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,Often,few hours a day,3.0,21.0,2.0,male,village,21+,False,Yes
548,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,Often,less than an hour a day,4.0,20.0,1.0,female,city,Less than 21,True,Yes
549,5.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,Sometimes,less than an hour a day,3.0,,1.0,female,village,21+,False,No
550,5.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,Sometimes,few hours a day,1.0,17.0,3.0,female,village,Less than 21,False,Yes
551,5.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,Often,less than an hour a day,2.0,16.0,,female,village,Less than 21,False,No
552,5.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,Rarely,few hours a day,3.0,19.0,3.0,female,city,Less than 21,False,Yes
553,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,Sometimes,few hours a day,2.0,18.0,1.0,female,village,Less than 21,False,Yes
554,4.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,Sometimes,few hours a day,3.0,19.0,0.0,male,village,Less than 21,False,Yes
555,5.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,Rarely,few hours a day,1.0,21.0,1.0,female,village,21+,False,Yes
556,5.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,Often,few hours a day,3.0,16.0,0.0,female,city,Less than 21,False,No
557,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,Often,few hours a day,4.0,20.0,2.0,female,city,Less than 21,False,Yes
558,,2.0,3.0,3.0,2.0,4.0,5.0,2.0,Often,few hours a day,2.0,19.0,2.0,female,city,Less than 21,False,Yes
559,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,Sometimes,most of the day,3.0,20.0,1.0,female,village,Less than 21,False,No
560,5.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,Often,less than an hour a day,4.0,16.0,2.0,female,village,Less than 21,False,Yes
561,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,Often,less than an hour a day,5.0,20.0,1.0,male,city,Less than 21,True,Yes
562,5.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,Sometimes,less than an hour a day,3.0,18.0,0.0,male,village,Less than 21,True,Yes
563,5.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,Often,few hours a day,1.0,20.0,1.0,male,village,Less than 21,True,Yes
564,5.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,Often,less than an hour a day,4.0,20.0,2.0,male,village,Less than 21,False,Yes
565,5.0,3.0,5.0,1.0,2.0,2.0,5.0,5.0,Sometimes,few hours a day,3.0,16.0,2.0,female,city,Less than 21,False,No
566,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,Often,less than an hour a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
567,5.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,Rarely,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False,No
568,5.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,Often,most of the day,3.0,23.0,1.0,female,city,21+,False,No
569,5.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
570,5.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,Sometimes,few hours a day,3.0,23.0,4.0,male,village,21+,False,Yes
571,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,Always,few hours a day,5.0,19.0,2.0,male,village,Less than 21,False,Yes
572,5.0,1.0,4.0,2.0,3.0,5.0,2.0,2.0,Often,few hours a day,5.0,22.0,3.0,female,city,21+,False,Yes
573,4.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,Sometimes,most of the day,1.0,17.0,3.0,male,city,Less than 21,False,Yes
574,5.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,Sometimes,less than an hour a day,3.0,20.0,1.0,female,village,Less than 21,False,Yes
575,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,Rarely,less than an hour a day,4.0,21.0,1.0,female,city,21+,False,Yes
576,5.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,Sometimes,few hours a day,1.0,21.0,3.0,male,city,21+,True,Yes
577,5.0,2.0,5.0,3.0,4.0,5.0,5.0,2.0,Rarely,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
578,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,0.0,female,village,Less than 21,False,Yes
579,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,Sometimes,most of the day,1.0,19.0,0.0,male,city,Less than 21,False,No
580,5.0,3.0,5.0,3.0,2.0,,1.0,1.0,Sometimes,few hours a day,5.0,21.0,0.0,male,city,21+,False,
581,5.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,Often,few hours a day,4.0,22.0,1.0,female,city,21+,False,Yes
582,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,Rarely,few hours a day,5.0,22.0,3.0,male,city,21+,False,No
583,5.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,Often,most of the day,3.0,22.0,1.0,male,city,21+,False,Yes
584,5.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,Often,most of the day,2.0,28.0,1.0,female,city,21+,False,Yes
585,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,Often,less than an hour a day,3.0,21.0,1.0,male,city,21+,False,Yes
